CODIGO SION;CODIGO DANE;DESCRIPCION;DEPARTAMENTO
1606;25335004;LIMONCITOS;CUNDINAMARCA
1607;25178012;LLANO DE CHIPAQUE;CUNDINAMARCA
1608;25297008;LOS LÓPEZ;CUNDINAMARCA
1609;25645018;LOS NARANJOS;CUNDINAMARCA
1610;25839003;MÁMBITA;CUNDINAMARCA
1611;25530001;MAYA;CUNDINAMARCA
1612;25335002;MONTERREDONDO;CUNDINAMARCA
1613;25489000;NIMAIMA;CUNDINAMARCA
1614;25293006;PALOMAS;CUNDINAMARCA
1615;25245003;PRADILLA;CUNDINAMARCA
1616;25815001;PUBENZA;CUNDINAMARCA
1617;25372006;PUENTE LISIO;CUNDINAMARCA
1618;25372007;RAMAL;CUNDINAMARCA
1619;25040003;REVENTONES;CUNDINAMARCA
1620;25035002;SAN ANTONIO DE ANAPOIMA;CUNDINAMARCA
1621;25839004;SAN PEDRO DE JAGUA;CUNDINAMARCA
1622;25312013;SAN RAIMUNDO;CUNDINAMARCA
1623;25839009;SOYA;CUNDINAMARCA
1624;25372004;SUEVA;CUNDINAMARCA
1315;05615000;SAN ANTONIO DE PEREIRA;ANTIOQUIA
273;70508000;OVEJAS;SUCRE
274;25513000;PACHO;CUNDINAMARCA
275;17513000;PÁCORA;CALDAS
276;20517000;PAILITAS;CESAR
277;15516000;PAIPA;BOYACA
278;41524000;PALERMO;HUILA
279;17524000;PALESTINA;CALDAS
280;76520000;PALMIRA;VALLE DEL CAUCA
281;54518000;PAMPLONA;NORTE DE SANTANDER
283;15537000;PAZ DE RÍO;BOYACA
284;20550000;PELAYA;CESAR
285;17541000;PENSILVANIA;CALDAS
286;68547000;PIEDECUESTA;SANTANDER
287;19548000;PIENDAMÓ;CAUCA
288;63548000;PIJAO;QUINDIO
289;41551000;PITALITO;HUILA
290;47551000;PIVIJAY;MAGDALENA
291;73555000;PLANADAS;TOLIMA
292;47555000;PLATO;MAGDALENA
293;68255000;EL PLAYÓN;SANTANDER
294;19001000;POPAYÁN;CAUCA
295;76563000;PRADERA;VALLE DEL CAUCA
297;86568000;PUERTO ASÍS;PUTUMAYO
298;05579000;PUERTO BERRÍO;ANTIOQUIA
299;15572000;PUERTO BOYACÁ;BOYACA
300;86569000;PUERTO CAICEDO;PUTUMAYO
301;08573000;PUERTO COLOMBIA;ATLANTICO
304;50577000;PUERTO LLERAS;META
305;50573000;PUERTO LÓPEZ;META
306;05585000;PUERTO NARE;ANTIOQUIA
307;18592000;PUERTO RICO;CAQUETA
308;25572000;PUERTO SALGAR;CUNDINAMARCA
309;54553000;PUERTO SANTANDER;NORTE DE SANTANDER
310;19573000;PUERTO TEJADA;CAUCA
311;68575000;PUERTO WILCHES;SANTANDER
312;47058003;PUEBLO NUEVO;MAGDALENA
314;68572000;PUENTE NACIONAL;SANTANDER
315;52585000;PUPIALES;NARIÑO
316;73585000;PURIFICACIÓN;TOLIMA
317;27001000;SAN FRANCISCO DE QUIBDO;CHOCO
318;63594000;QUIMBAYA;QUINDIO
319;66594000;QUINCHÍA;RISARALDA
320;54599000;RAGONVALIA;NORTE DE SANTANDER
321;05604000;REMEDIOS;ANTIOQUIA
322;76606000;RESTREPO;VALLE DEL CAUCA
323;50606000;RESTREPO;META
324;52612000;RICAURTE;NARIÑO
325;20614000;RÍO DE ORO;CESAR
326;44001000;RIOHACHA;GUAJIRA
327;05615000;RIONEGRO;ANTIOQUIA
328;68615000;RIONEGRO;SANTANDER
332;17614000;RIOSUCIO;CALDAS
333;27615000;RIOSUCIO;CHOCO
334;17616000;RISARALDA;CALDAS
336;76622000;ROLDANILLO;VALLE DEL CAUCA
337;68655000;SABANA DE TORRES;SANTANDER
338;08638000;SABANALARGA;ATLANTICO
339;05631000;SABANETA;ANTIOQUIA
340;23660000;SAHAGÚN;CORDOBA
341;17653000;SALAMINA;CALDAS
342;54660000;SALAZAR;NORTE DE SANTANDER
343;73671000;SALDAÑA;TOLIMA
344;05642000;SALGAR;ANTIOQUIA
345;17662000;SAMANÁ;CALDAS
346;52678000;SAMANIEGO;NARIÑO
347;70670000;SAMPUÉS;SUCRE
348;20710000;SAN ALBERTO;CESAR
350;68669000;SAN ANDRÉS;SANTANDER
351;73675000;SAN ANTONIO;TOLIMA
353;23675000;SAN BERNARDO DEL VIENTO;CORDOBA
354;05649000;SAN CARLOS;ANTIOQUIA
355;20750000;SAN DIEGO;CESAR
259;13688000;SANTA ROSA DEL SUR;BOLIVAR
1219;18460000;MILAN;CAQUETA
